shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
TRA_00010,49.5924682617188,17.2776699066162,2,
TRA_00010,49.5931587219238,17.2757797241211,3,
TRA_00010,49.5943603515625,17.2714805603027,4,
TRA_00010,49.5909309387207,17.2715301513672,5,
TRA_00010,49.5946502685547,17.270299911499,6,
TRA_00010,49.5961685180664,17.2649707794189,7,
TRA_00010,49.5970001220703,17.2611770629883,8,
TRA_00010,49.5961608886719,17.2568607330322,9,
TRA_00010,49.595588684082,17.2521305084229,10,
TRA_00010,49.5953903198242,17.249719619751,11,
TRA_00010,49.5947608947754,17.2471694946289,12,
TRA_00010,49.5944786071777,17.247200012207,13,
TRA_00010,49.5926284790039,17.2486896514893,14,
TRA_00010,49.5922012329102,17.2492904663086,15,
TRA_00010,49.5898284912109,17.2526798248291,16,
TRA_00010,49.5893211364746,17.2536392211914,17,
TRA_00010,49.5895500183105,17.2532196044922,18,
TRA_00010,49.5895500183105,17.2532196044922,19,
TRA_00010,49.5876541137695,17.2580986022949,20,
TRA_00010,49.5893287658691,17.2602291107178,21,
TRA_00010,49.5833473205566,17.2598819732666,22,
TRA_00010,49.5893287658691,17.2602291107178,23,
TRA_00010,49.5893287658691,17.2602291107178,24,
TRA_00010,49.5801315307617,17.2568664550781,25,
TRA_00010,49.5776023864746,17.2555618286133,26,
TRA_00010,49.5770378112793,17.2497673034668,27,
TRA_00010,49.5748558044434,17.247896194458,28,
TRA_00011,49.5897903442383,17.2785091400146,1,
TRA_00011,49.5923156738281,17.2776584625244,2,
TRA_00011,49.5924682617188,17.2776699066162,3,
TRA_00011,49.5931587219238,17.2757797241211,4,
TRA_00011,49.5943603515625,17.2714805603027,5,
TRA_00011,49.5909309387207,17.2715301513672,6,
TRA_00011,49.5946502685547,17.270299911499,7,
TRA_00011,49.5961685180664,17.2649707794189,8,
TRA_00011,49.5970001220703,17.2611770629883,9,
TRA_00011,49.5961608886719,17.2568607330322,10,
TRA_00011,49.595588684082,17.2521305084229,11,
TRA_00011,49.5953903198242,17.249719619751,12,
TRA_00011,49.5947608947754,17.2471694946289,13,
TRA_00011,49.5944786071777,17.247200012207,14,
TRA_00011,49.5926284790039,17.2486896514893,15,
TRA_00011,49.5922012329102,17.2492904663086,16,
TRA_00011,49.5898284912109,17.2526798248291,17,
TRA_00011,49.5893211364746,17.2536392211914,18,
TRA_00011,49.5895500183105,17.2532196044922,19,
TRA_00011,49.5895500183105,17.2532196044922,20,
TRA_00011,49.5876541137695,17.2580986022949,21,
TRA_00011,49.5893287658691,17.2602291107178,22,
TRA_00011,49.5833473205566,17.2598819732666,23,
TRA_00011,49.5893287658691,17.2602291107178,24,
TRA_00011,49.5893287658691,17.2602291107178,25,
TRA_00011,49.5801315307617,17.2568664550781,26,
TRA_00011,49.5776023864746,17.2555618286133,27,
TRA_00011,49.5770378112793,17.2497673034668,28,
TRA_00011,49.5748558044434,17.247896194458,29,
TRA_00012,49.5947608947754,17.2471694946289,1,
TRA_00012,49.5944786071777,17.247200012207,2,
TRA_00012,49.5926284790039,17.2486896514893,3,
TRA_00012,49.5922012329102,17.2492904663086,4,
TRA_00012,49.5898284912109,17.2526798248291,5,
TRA_00012,49.5893211364746,17.2536392211914,6,
TRA_00012,49.5895500183105,17.2532196044922,7,
TRA_00012,49.5895500183105,17.2532196044922,8,
TRA_00012,49.5876541137695,17.2580986022949,9,
TRA_00012,49.5893287658691,17.2602291107178,10,
TRA_00012,49.5833473205566,17.2598819732666,11,
TRA_00012,49.5893287658691,17.2602291107178,12,
TRA_00012,49.5893287658691,17.2602291107178,13,
TRA_00012,49.5801315307617,17.2568664550781,14,
TRA_00012,49.5776023864746,17.2555618286133,15,
TRA_00012,49.5770378112793,17.2497673034668,16,
TRA_00012,49.5748558044434,17.247896194458,17,
TRA_00013,49.5953712463379,17.2503890991211,1,
TRA_00013,49.5961990356445,17.2574100494385,2,
TRA_00013,49.5969200134277,17.2608890533447,3,
TRA_00013,49.5961303710938,17.2648696899414,4,
TRA_00013,49.5959815979004,17.2653999328613,5,
TRA_00013,49.5901794433594,17.2684707641602,6,
TRA_00013,49.5946388244629,17.2703304290771,7,
TRA_00013,49.5946083068848,17.2703895568848,8,
TRA_00013,49.5939292907715,17.2730102539063,9,
TRA_00013,49.5917701721191,17.2777805328369,10,
TRA_00013,49.5894813537598,17.2787609100342,11,
TRA_00013,49.5889282226563,17.2845497131348,12,
TRA_00013,49.5897903442383,17.286449432373,13,
TRA_00013,49.5905265808105,17.2869777679443,14,
TRA_00013,49.5920028686523,17.2857685089111,15,
TRA_00013,49.5920715332031,17.2857398986816,16,
TRA_00013,49.5925140380859,17.2852993011475,17,
TRA_00013,49.5941886901855,17.2829494476318,18,
TRA_00013,49.5948791503906,17.2814197540283,19,
TRA_00013,49.5968399047852,17.2784004211426,20,
TRA_00013,49.60205078125,17.2777996063232,21,
TRA_00013,49.6014289855957,17.2762908935547,22,
TRA_00014,49.5774307250977,17.2308406829834,1,
TRA_00014,49.5774841308594,17.2311382293701,2,
TRA_00014,49.5767402648926,17.2335033416748,3,
TRA_00014,49.5775184631348,17.2383403778076,4,
TRA_00014,49.580638885498,17.239990234375,5,
TRA_00014,49.5852317810059,17.2424392700195,6,
TRA_00014,49.5879096984863,17.2439498901367,7,
TRA_00014,49.5893211364746,17.2453498840332,8,
TRA_00014,49.5913696289063,17.2485694885254,9,
TRA_00014,49.5917015075684,17.2493305206299,10,
TRA_00014,49.594669342041,17.2472705841064,11,
TRA_00014,49.5952606201172,17.2472496032715,12,
TRA_00014,49.5953712463379,17.2503890991211,13,
TRA_00014,49.5961990356445,17.2574100494385,14,
TRA_00014,49.5969200134277,17.2608890533447,15,
TRA_00014,49.5961303710938,17.2648696899414,16,
TRA_00014,49.5959815979004,17.2653999328613,17,
TRA_00014,49.5901794433594,17.2684707641602,18,
TRA_00014,49.5946388244629,17.2703304290771,19,
TRA_00014,49.5946083068848,17.2703895568848,20,
TRA_00014,49.5939292907715,17.2730102539063,21,
TRA_00014,49.5917701721191,17.2777805328369,22,
TRA_00014,49.5894813537598,17.2787609100342,23,
TRA_00014,49.5889282226563,17.2845497131348,24,
TRA_00014,49.5897903442383,17.286449432373,25,
TRA_00014,49.5905265808105,17.2869777679443,26,
TRA_00014,49.5920028686523,17.2857685089111,27,
TRA_00014,49.5920715332031,17.2857398986816,28,
TRA_00014,49.5925140380859,17.2852993011475,29,
TRA_00014,49.5941886901855,17.2829494476318,30,
TRA_00014,49.5948791503906,17.2814197540283,31,
TRA_00014,49.5968399047852,17.2784004211426,32,
TRA_00014,49.60205078125,17.2777996063232,33,
TRA_00014,49.6014289855957,17.2762908935547,34,
TRA_00015,49.5774307250977,17.2308406829834,1,
TRA_00015,49.5774841308594,17.2311382293701,2,
TRA_00015,49.5767402648926,17.2335033416748,3,
TRA_00015,49.5775184631348,17.2383403778076,4,
TRA_00015,49.580638885498,17.239990234375,5,
TRA_00015,49.5852317810059,17.2424392700195,6,
TRA_00015,49.5879096984863,17.2439498901367,7,
TRA_00015,49.5893211364746,17.2453498840332,8,
TRA_00015,49.5913696289063,17.2485694885254,9,
TRA_00015,49.5917015075684,17.2493305206299,10,
TRA_00015,49.594669342041,17.2472705841064,11,
TRA_00015,49.5952606201172,17.2472496032715,12,
TRA_00016,49.5947608947754,17.2471694946289,1,
TRA_00016,49.5944786071777,17.247200012207,2,
TRA_00016,49.5926284790039,17.2486896514893,3,
TRA_00016,49.5922012329102,17.2492904663086,4,
TRA_00016,49.5892791748047,17.2450294494629,5,
TRA_00016,49.5849494934082,17.2421607971191,6,
TRA_00016,49.581298828125,17.2402191162109,7,
TRA_00016,49.5782012939453,17.2385597229004,8,
TRA_00016,49.5772933959961,17.2379608154297,9,
TRA_00016,49.5761375427246,17.2364921569824,10,
TRA_00016,49.5778007507324,17.2301998138428,11,
TRA_00017,49.6014289855957,17.2762908935547,1,
TRA_00017,49.5965881347656,17.2786827087402,2,
TRA_00017,49.596549987793,17.2786998748779,3,
TRA_00017,49.5947074890137,17.2817287445068,4,
TRA_00017,49.5933265686035,17.2841911315918,5,
TRA_00017,49.5932006835938,17.2843208312988,6,
TRA_00017,49.5924377441406,17.2853202819824,7,
TRA_00017,49.5910682678223,17.2863807678223,8,
TRA_00017,49.5908699035645,17.2866306304932,9,
TRA_00017,49.5887298583984,17.2837696075439,10,
TRA_00017,49.5923156738281,17.2776584625244,11,
TRA_00017,49.5924682617188,17.2776699066162,12,
TRA_00017,49.5931587219238,17.2757797241211,13,
TRA_00017,49.5943603515625,17.2714805603027,14,
TRA_00017,49.5909309387207,17.2715301513672,15,
TRA_00017,49.5946502685547,17.270299911499,16,
TRA_00017,49.5961685180664,17.2649707794189,17,
TRA_00017,49.5970001220703,17.2611770629883,18,
TRA_00017,49.5961608886719,17.2568607330322,19,
TRA_00017,49.595588684082,17.2521305084229,20,
TRA_00017,49.5953903198242,17.249719619751,21,
TRA_00017,49.5947608947754,17.2471694946289,22,
TRA_00017,49.5944786071777,17.247200012207,23,
TRA_00017,49.5926284790039,17.2486896514893,24,
TRA_00017,49.5922012329102,17.2492904663086,25,
TRA_00017,49.5892791748047,17.2450294494629,26,
TRA_00017,49.5849494934082,17.2421607971191,27,
TRA_00017,49.581298828125,17.2402191162109,28,
TRA_00017,49.5782012939453,17.2385597229004,29,
TRA_00017,49.5772933959961,17.2379608154297,30,
TRA_00017,49.5761375427246,17.2364921569824,31,
TRA_00017,49.5778007507324,17.2301998138428,32,
TRA_00018,49.5751991271973,17.2480449676514,1,
TRA_00018,49.5770721435547,17.2506618499756,2,
TRA_00018,49.5775680541992,17.256706237793,3,
TRA_00018,49.5798492431641,17.2570838928223,4,
TRA_00018,49.5893287658691,17.2602291107178,5,
TRA_00018,49.5893287658691,17.2602291107178,6,
TRA_00018,49.583683013916,17.2596473693848,7,
TRA_00018,49.5893287658691,17.2602291107178,8,
TRA_00018,49.5879325866699,17.2578430175781,9,
TRA_00018,49.5895500183105,17.2532196044922,10,
TRA_00018,49.588680267334,17.2560291290283,11,
TRA_00018,49.5896415710449,17.2628498077393,12,
TRA_00018,49.5901794433594,17.2684707641602,13,
TRA_00018,49.5904083251953,17.2696895599365,14,
TRA_00018,49.5905799865723,17.2700595855713,15,
TRA_00018,49.5914688110352,17.2739505767822,16,
TRA_00018,49.5921401977539,17.2765598297119,17,
TRA_00018,49.5917701721191,17.2777805328369,18,
TRA_00018,49.5894813537598,17.2787609100342,19,
TRA_00019,49.5751991271973,17.2480449676514,1,
TRA_00019,49.5770721435547,17.2506618499756,2,
TRA_00019,49.5775680541992,17.256706237793,3,
TRA_00019,49.5798492431641,17.2570838928223,4,
TRA_00019,49.5893287658691,17.2602291107178,5,
TRA_00019,49.5893287658691,17.2602291107178,6,
TRA_00019,49.583683013916,17.2596473693848,7,
TRA_00019,49.5893287658691,17.2602291107178,8,
TRA_00019,49.5879325866699,17.2578430175781,9,
TRA_00019,49.5895500183105,17.2532196044922,10,
TRA_00019,49.588680267334,17.2560291290283,11,
TRA_00019,49.5896415710449,17.2628498077393,12,
TRA_00019,49.5901794433594,17.2684707641602,13,
TRA_00019,49.5904083251953,17.2696895599365,14,
TRA_00019,49.5905799865723,17.2700595855713,15,
TRA_00019,49.5914688110352,17.2739505767822,16,
TRA_00019,49.5921401977539,17.2765598297119,17,
TRA_00019,49.5917701721191,17.2777805328369,18,
TRA_00020,49.5923156738281,17.2776584625244,1,
TRA_00020,49.5924682617188,17.2776699066162,2,
TRA_00020,49.5928382873535,17.2767505645752,3,
TRA_00020,49.5920791625977,17.2763595581055,4,
TRA_00020,49.5909309387207,17.2715301513672,5,
TRA_00020,49.5906105041504,17.2702903747559,6,
TRA_00020,49.5896186828613,17.2620105743408,7,
TRA_00020,49.5897216796875,17.2627296447754,8,
TRA_00020,49.5893287658691,17.2602291107178,9,
TRA_00020,49.5876541137695,17.2580986022949,10,
TRA_00020,49.5893287658691,17.2602291107178,11,
TRA_00020,49.5833473205566,17.2598819732666,12,
TRA_00020,49.5893287658691,17.2602291107178,13,
TRA_00020,49.5893287658691,17.2602291107178,14,
TRA_00020,49.5801315307617,17.2568664550781,15,
TRA_00020,49.5776023864746,17.2555618286133,16,
TRA_00020,49.5770378112793,17.2497673034668,17,
TRA_00020,49.5748558044434,17.247896194458,18,
TRA_00021,49.5897903442383,17.2785091400146,1,
TRA_00021,49.5923156738281,17.2776584625244,2,
TRA_00021,49.5924682617188,17.2776699066162,3,
TRA_00021,49.5928382873535,17.2767505645752,4,
TRA_00021,49.5920791625977,17.2763595581055,5,
TRA_00021,49.5909309387207,17.2715301513672,6,
TRA_00021,49.5906105041504,17.2702903747559,7,
TRA_00021,49.5896186828613,17.2620105743408,8,
TRA_00021,49.5897216796875,17.2627296447754,9,
TRA_00021,49.5893287658691,17.2602291107178,10,
TRA_00021,49.5876541137695,17.2580986022949,11,
TRA_00021,49.5893287658691,17.2602291107178,12,
TRA_00021,49.5833473205566,17.2598819732666,13,
TRA_00021,49.5893287658691,17.2602291107178,14,
TRA_00021,49.5893287658691,17.2602291107178,15,
TRA_00021,49.5801315307617,17.2568664550781,16,
TRA_00021,49.5776023864746,17.2555618286133,17,
TRA_00021,49.5770378112793,17.2497673034668,18,
TRA_00021,49.5748558044434,17.247896194458,19,
TRA_00022,49.5774307250977,17.2308406829834,1,
TRA_00022,49.5774841308594,17.2311382293701,2,
TRA_00022,49.5767402648926,17.2335033416748,3,
TRA_00022,49.5775184631348,17.2383403778076,4,
TRA_00022,49.580638885498,17.239990234375,5,
TRA_00022,49.5852317810059,17.2424392700195,6,
TRA_00022,49.5879096984863,17.2439498901367,7,
TRA_00022,49.5893211364746,17.2453498840332,8,
TRA_00022,49.5913696289063,17.2485694885254,9,
TRA_00022,49.5917015075684,17.2493305206299,10,
TRA_00022,49.594669342041,17.2472705841064,11,
TRA_00022,49.5952606201172,17.2472496032715,12,
TRA_00022,49.5953712463379,17.2503890991211,13,
TRA_00022,49.5961990356445,17.2574100494385,14,
TRA_00022,49.5969200134277,17.2608890533447,15,
TRA_00022,49.5961303710938,17.2648696899414,16,
TRA_00022,49.5959815979004,17.2653999328613,17,
TRA_00022,49.5901794433594,17.2684707641602,18,
TRA_00022,49.5946388244629,17.2703304290771,19,
TRA_00022,49.5946083068848,17.2703895568848,20,
TRA_00022,49.5939292907715,17.2730102539063,21,
TRA_00022,49.5917701721191,17.2777805328369,22,
TRA_00022,49.5894813537598,17.2787609100342,23,
TRA_00023,49.5897903442383,17.2785091400146,1,
TRA_00023,49.5923156738281,17.2776584625244,2,
TRA_00023,49.5924682617188,17.2776699066162,3,
TRA_00023,49.5931587219238,17.2757797241211,4,
TRA_00023,49.5943603515625,17.2714805603027,5,
TRA_00023,49.5909309387207,17.2715301513672,6,
TRA_00023,49.5946502685547,17.270299911499,7,
TRA_00023,49.5961685180664,17.2649707794189,8,
TRA_00023,49.5970001220703,17.2611770629883,9,
TRA_00023,49.5961608886719,17.2568607330322,10,
TRA_00023,49.595588684082,17.2521305084229,11,
TRA_00023,49.5953903198242,17.249719619751,12,
TRA_00023,49.5947608947754,17.2471694946289,13,
TRA_00023,49.5944786071777,17.247200012207,14,
TRA_00023,49.5926284790039,17.2486896514893,15,
TRA_00023,49.5922012329102,17.2492904663086,16,
TRA_00023,49.5892791748047,17.2450294494629,17,
TRA_00023,49.5849494934082,17.2421607971191,18,
TRA_00023,49.581298828125,17.2402191162109,19,
TRA_00023,49.5782012939453,17.2385597229004,20,
TRA_00023,49.5772933959961,17.2379608154297,21,
TRA_00023,49.5761375427246,17.2364921569824,22,
TRA_00023,49.5778007507324,17.2301998138428,23,
TRA_00024,49.5947608947754,17.2471694946289,1,
TRA_00024,49.5944786071777,17.247200012207,2,
TRA_00024,49.5926284790039,17.2486896514893,3,
TRA_00024,49.5922012329102,17.2492904663086,4,
TRA_00024,49.5898284912109,17.2526798248291,5,
TRA_00024,49.5893211364746,17.2536392211914,6,
TRA_00024,49.5895500183105,17.2532196044922,7,
TRA_00024,49.5891990661621,17.2539806365967,8,
TRA_00024,49.588680267334,17.2560291290283,9,
TRA_00024,49.5896415710449,17.2628498077393,10,
TRA_00024,49.5901794433594,17.2684707641602,11,
TRA_00024,49.5904083251953,17.2696895599365,12,
TRA_00024,49.5905799865723,17.2700595855713,13,
TRA_00024,49.5914688110352,17.2739505767822,14,
TRA_00024,49.5921401977539,17.2765598297119,15,
TRA_00024,49.5917701721191,17.2777805328369,16,
TRA_00024,49.5894813537598,17.2787609100342,17,
TRA_00025,49.595458984375,17.2180500030518,1,
TRA_00025,49.5959777832031,17.2233467102051,2,
TRA_00025,49.5960083007813,17.2237396240234,3,
TRA_00025,49.5964508056641,17.2285594940186,4,
TRA_00025,49.5965385437012,17.2312049865723,5,
TRA_00025,49.5965309143066,17.2315902709961,6,
TRA_00025,49.5962715148926,17.2380599975586,7,
TRA_00025,49.5952682495117,17.2423095703125,8,
TRA_00025,49.5958786010742,17.2456302642822,9,
TRA_00025,49.595760345459,17.246410369873,10,
TRA_00025,49.5947608947754,17.2471694946289,11,
TRA_00025,49.5944786071777,17.247200012207,12,
TRA_00025,49.5926284790039,17.2486896514893,13,
TRA_00025,49.5922012329102,17.2492904663086,14,
TRA_00025,49.5898284912109,17.2526798248291,15,
TRA_00025,49.5893211364746,17.2536392211914,16,
TRA_00025,49.5895500183105,17.2532196044922,17,
TRA_00025,49.5891990661621,17.2539806365967,18,
TRA_00025,49.588680267334,17.2560291290283,19,
TRA_00025,49.5896415710449,17.2628498077393,20,
TRA_00025,49.5901794433594,17.2684707641602,21,
TRA_00025,49.5904083251953,17.2696895599365,22,
TRA_00025,49.5905799865723,17.2700595855713,23,
TRA_00025,49.5914688110352,17.2739505767822,24,
TRA_00025,49.5921401977539,17.2765598297119,25,
TRA_00025,49.5917701721191,17.2777805328369,26,
TRA_00025,49.5894813537598,17.2787609100342,27,
